stock_item_key,stock_item,color,selling_package,buying_package,size_val,lead_time_days,quantity_per_outer,is_chiller_stock,tax_rate,unit_price,recommended_retail_price,typical_weight_per_unit,tk_stock_item,_version,date_from,date_to,recommended_retail_Price,typical_Weight_Per_Unit
357,Large sized bubblewrap roll 50m,Unknown,Each,Each,50m,14,10,False,14.000,24.00,35.88,10.0,19514,2,2021-11-20,2199-12-31,35.88,10.000
358,Medium sized bubblewrap roll 20m,Unknown,Each,Each,20m,14,10,False,14.000,20.00,29.9,6.0,19533,2,2021-11-20,2199-12-31,29.90,6.000
359,Small sized bubblewrap roll 10m,Unknown,Each,Each,10m,14,10,False,14.000,4.50,6.73,5.0,19552,2,2021-11-20,2199-12-31,6.73,5.000
360,Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,19571,2,2021-11-20,2199-12-31,47.84,.400
361,Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,19590,2,2021-11-20,2199-12-31,47.84,.350
362,Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,19609,2,2021-11-20,2199-12-31,47.84,.350
363,Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,19628,2,2021-11-20,2199-12-31,47.84,.350
364,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,19647,2,2021-11-20,2199-12-31,47.84,.400
365,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,19666,2,2021-11-20,2199-12-31,47.84,.350
366,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,19685,2,2021-11-20,2199-12-31,47.84,.350
367,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,19704,2,2021-11-20,2199-12-31,47.84,.350
368,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,19723,2,2021-11-20,2199-12-31,47.84,.400
369,Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,19742,2,2021-11-20,2199-12-31,47.84,.350
370,Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,19761,2,2021-11-20,2199-12-31,47.84,.350
371,Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,19780,2,2021-11-20,2199-12-31,47.84,.350
372,Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,19799,2,2021-11-20,2199-12-31,47.84,.400
373,Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,19818,2,2021-11-20,2199-12-31,47.84,.350
374,Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,19837,2,2021-11-20,2199-12-31,47.84,.350
375,Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,19856,2,2021-11-20,2199-12-31,47.84,.350
376,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,19875,2,2021-11-20,2199-12-31,47.84,.400
377,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,19894,2,2021-11-20,2199-12-31,47.84,.350
378,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,19913,2,2021-11-20,2199-12-31,47.84,.350
379,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,19932,2,2021-11-20,2199-12-31,47.84,.350
380,Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,XL,12,12,False,12.000,18.00,26.91,0.3,19951,2,2021-11-20,2199-12-31,26.91,.300
381,Halloween skull mask (Gray) L,Steel Gray,Each,Carton,L,12,12,False,12.000,18.00,26.91,0.3,19970,2,2021-11-20,2199-12-31,26.91,.300
382,Halloween skull mask (Gray) M,Steel Gray,Each,Carton,M,12,12,False,12.000,18.00,26.91,0.3,19989,2,2021-11-20,2199-12-31,26.91,.300
383,Halloween skull mask (Gray) S,Steel Gray,Each,Carton,S,12,12,False,12.000,18.00,26.91,0.3,20008,2,2021-11-20,2199-12-31,26.91,.300
384,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,False,12.000,18.00,26.91,0.3,20027,2,2021-11-20,2199-12-31,26.91,.300
385,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,False,12.000,18.00,26.91,0.3,20046,2,2021-11-20,2199-12-31,26.91,.300
386,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,False,12.000,18.00,26.91,0.3,20065,2,2021-11-20,2199-12-31,26.91,.300
387,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,False,12.000,18.00,26.91,0.3,20084,2,2021-11-20,2199-12-31,26.91,.300
388,Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,20103,2,2021-11-20,2199-12-31,23.92,.250
389,Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,20122,2,2021-11-20,2199-12-31,23.92,.250
390,Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,20141,2,2021-11-20,2199-12-31,23.92,.250
391,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,345.00,515.78,21.0,20160,2,2021-11-20,2199-12-31,515.78,21.000
392,Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,20179,2,2021-11-20,2199-12-31,343.85,15.000
393,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,20198,2,2021-11-20,2199-12-31,343.85,15.000
394,Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,20217,2,2021-11-20,2199-12-31,343.85,15.000
395,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,20236,2,2021-11-20,2199-12-31,343.85,15.000
396,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,20255,2,2021-11-20,2199-12-31,343.85,15.000
397,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,20274,2,2021-11-20,2199-12-31,343.85,15.000
398,Office cube periscope (Black),Black,Each,Carton,Unknown,14,10,False,14.000,18.50,27.66,0.25,20293,2,2021-11-20,2199-12-31,27.66,.250
399,The Gu red shirt XML tag t-shirt (White) 3XS,White,Each,Carton,3XS,7,12,False,7.000,18.00,26.91,0.25,20312,2,2021-11-20,2199-12-31,26.91,.250
400,The Gu red shirt XML tag t-shirt (White) XXS,White,Each,Carton,XXS,7,12,False,7.000,18.00,26.91,0.25,20331,2,2021-11-20,2199-12-31,26.91,.250
401,The Gu red shirt XML tag t-shirt (White) XS,White,Each,Carton,XS,7,12,False,7.000,18.00,26.91,0.25,20350,2,2021-11-20,2199-12-31,26.91,.250
402,The Gu red shirt XML tag t-shirt (White) S,White,Each,Carton,S,7,12,False,7.000,18.00,26.91,0.3,20369,2,2021-11-20,2199-12-31,26.91,.300
403,The Gu red shirt XML tag t-shirt (White) M,White,Each,Carton,M,7,12,False,7.000,18.00,26.91,0.35,20388,2,2021-11-20,2199-12-31,26.91,.350
404,The Gu red shirt XML tag t-shirt (White) L,White,Each,Carton,L,7,12,False,7.000,18.00,26.91,0.35,20407,2,2021-11-20,2199-12-31,26.91,.350
405,The Gu red shirt XML tag t-shirt (White) XL,White,Each,Carton,XL,7,12,False,7.000,18.00,26.91,0.35,20426,2,2021-11-20,2199-12-31,26.91,.350
406,The Gu red shirt XML tag t-shirt (White) XXL,White,Each,Carton,XXL,7,12,False,7.000,18.00,26.91,0.4,20445,2,2021-11-20,2199-12-31,26.91,.400
407,The Gu red shirt XML tag t-shirt (White) 3XL,White,Each,Carton,3XL,7,12,False,7.000,18.00,26.91,0.4,20464,2,2021-11-20,2199-12-31,26.91,.400
408,The Gu red shirt XML tag t-shirt (White) 4XL,White,Each,Carton,4XL,7,12,False,7.000,18.00,26.91,0.4,20483,2,2021-11-20,2199-12-31,26.91,.400
409,The Gu red shirt XML tag t-shirt (White) 5XL,White,Each,Carton,5XL,7,12,False,7.000,18.00,26.91,0.4,20502,2,2021-11-20,2199-12-31,26.91,.400
410,The Gu red shirt XML tag t-shirt (White) 6XL,White,Each,Carton,6XL,7,12,False,7.000,18.00,26.91,0.4,20521,2,2021-11-20,2199-12-31,26.91,.400
411,The Gu red shirt XML tag t-shirt (White) 7XL,White,Each,Carton,7XL,7,12,False,7.000,18.00,26.91,0.45,20540,2,2021-11-20,2199-12-31,26.91,.450
412,The Gu red shirt XML tag t-shirt (Black) 3XS,Black,Each,Carton,3XS,7,12,False,7.000,18.00,26.91,0.25,20559,2,2021-11-20,2199-12-31,26.91,.250
413,The Gu red shirt XML tag t-shirt (Black) XXS,Black,Each,Carton,XXS,7,12,False,7.000,18.00,26.91,0.25,20578,2,2021-11-20,2199-12-31,26.91,.250
414,The Gu red shirt XML tag t-shirt (Black) XS,Black,Each,Carton,XS,7,12,False,7.000,18.00,26.91,0.25,20597,2,2021-11-20,2199-12-31,26.91,.250
415,The Gu red shirt XML tag t-shirt (Black) S,Black,Each,Carton,S,7,12,False,7.000,18.00,26.91,0.3,20616,2,2021-11-20,2199-12-31,26.91,.300
416,The Gu red shirt XML tag t-shirt (Black) M,Black,Each,Carton,M,7,12,False,7.000,18.00,26.91,0.35,20635,2,2021-11-20,2199-12-31,26.91,.350
417,The Gu red shirt XML tag t-shirt (Black) L,Black,Each,Carton,L,7,12,False,7.000,18.00,26.91,0.35,20654,2,2021-11-20,2199-12-31,26.91,.350
418,The Gu red shirt XML tag t-shirt (Black) XL,Black,Each,Carton,XL,7,12,False,7.000,18.00,26.91,0.35,20673,2,2021-11-20,2199-12-31,26.91,.350
419,The Gu red shirt XML tag t-shirt (Black) XXL,Black,Each,Carton,XXL,7,12,False,7.000,18.00,26.91,0.4,20692,2,2021-11-20,2199-12-31,26.91,.400
420,The Gu red shirt XML tag t-shirt (Black) 3XL,Black,Each,Carton,3XL,7,12,False,7.000,18.00,26.91,0.4,20711,2,2021-11-20,2199-12-31,26.91,.400
421,The Gu red shirt XML tag t-shirt (Black) 4XL,Black,Each,Carton,4XL,7,12,False,7.000,18.00,26.91,0.4,20730,2,2021-11-20,2199-12-31,26.91,.400
422,The Gu red shirt XML tag t-shirt (Black) 5XL,Black,Each,Carton,5XL,7,12,False,7.000,18.00,26.91,0.4,20749,2,2021-11-20,2199-12-31,26.91,.400
423,The Gu red shirt XML tag t-shirt (Black) 6XL,Black,Each,Carton,6XL,7,12,False,7.000,18.00,26.91,0.4,20768,2,2021-11-20,2199-12-31,26.91,.400
424,The Gu red shirt XML tag t-shirt (Black) 7XL,Black,Each,Carton,7XL,7,12,False,7.000,18.00,26.91,0.45,20787,2,2021-11-20,2199-12-31,26.91,.450
425,Alien officer hoodie (Black) XL,Black,Each,Each,XL,12,1,False,12.000,35.00,52.33,0.4,20806,2,2021-11-20,2199-12-31,52.33,.400
426,Alien officer hoodie (Black) XXL,Black,Each,Each,XXL,12,1,False,12.000,35.00,52.33,0.4,20825,2,2021-11-20,2199-12-31,52.33,.400
427,Alien officer hoodie (Black) 3XL,Black,Each,Each,3XL,12,1,False,12.000,35.00,52.33,0.4,20844,2,2021-11-20,2199-12-31,52.33,.400
428,Alien officer hoodie (Black) 4XL,Black,Each,Each,4XL,12,1,False,12.000,35.00,52.33,0.4,20863,2,2021-11-20,2199-12-31,52.33,.400
429,Alien officer hoodie (Black) 5XL,Black,Each,Each,5XL,12,1,False,12.000,35.00,52.33,0.4,20882,2,2021-11-20,2199-12-31,52.33,.400
430,Superhero action jacket (Blue) 3XS,Blue,Each,Each,3XS,12,1,False,12.000,25.00,37.38,0.3,20901,2,2021-11-20,2199-12-31,37.38,.300
431,Superhero action jacket (Blue) XXS,Blue,Each,Each,XXS,12,1,False,12.000,25.00,37.38,0.3,20920,2,2021-11-20,2199-12-31,37.38,.300
432,Superhero action jacket (Blue) XS,Blue,Each,Each,XS,12,1,False,12.000,25.00,37.38,0.3,20939,2,2021-11-20,2199-12-31,37.38,.300
433,Superhero action jacket (Blue) S,Blue,Each,Each,S,12,1,False,12.000,25.00,37.38,0.3,20958,2,2021-11-20,2199-12-31,37.38,.300
434,Superhero action jacket (Blue) M,Blue,Each,Each,M,12,1,False,12.000,30.00,44.85,0.35,20977,2,2021-11-20,2199-12-31,44.85,.350
435,Superhero action jacket (Blue) L,Blue,Each,Each,L,12,1,False,12.000,30.00,44.85,0.35,20996,2,2021-11-20,2199-12-31,44.85,.350
436,Superhero action jacket (Blue) XL,Blue,Each,Each,XL,12,1,False,12.000,30.00,44.85,0.35,21015,2,2021-11-20,2199-12-31,44.85,.350
437,Superhero action jacket (Blue) XXL,Blue,Each,Each,XXL,12,1,False,12.000,30.00,44.85,0.35,21034,2,2021-11-20,2199-12-31,44.85,.350
438,Superhero action jacket (Blue) 3XL,Blue,Each,Each,3XL,12,1,False,12.000,34.00,50.83,0.4,21053,2,2021-11-20,2199-12-31,50.83,.400
439,Superhero action jacket (Blue) 4XL,Blue,Each,Each,4XL,12,1,False,12.000,34.00,50.83,0.4,21072,2,2021-11-20,2199-12-31,50.83,.400
440,Superhero action jacket (Blue) 5XL,Blue,Each,Each,5XL,12,1,False,12.000,34.00,50.83,0.4,21091,2,2021-11-20,2199-12-31,50.83,.400
441,Furry animal socks (Pink) S,Unknown,Pair,Packet,S,12,12,False,12.000,5.00,7.48,0.1,21110,2,2021-11-20,2199-12-31,7.48,.100
442,Furry animal socks (Pink) M,Unknown,Pair,Packet,M,12,12,False,12.000,5.00,7.48,0.1,21129,2,2021-11-20,2199-12-31,7.48,.100
443,Furry animal socks (Pink) L,Unknown,Pair,Packet,L,12,12,False,12.000,5.00,7.48,0.1,21148,2,2021-11-20,2199-12-31,7.48,.100
444,Furry animal socks (Pink) XL,Unknown,Pair,Packet,XL,12,12,False,12.000,5.00,7.48,0.1,21167,2,2021-11-20,2199-12-31,7.48,.100
445,Novelty chilli chocolates 250g,Unknown,Bag,Carton,250g,3,24,True,3.000,8.55,12.23,0.25,21186,2,2021-11-20,2199-12-31,12.23,.250
446,Novelty chilli chocolates 500g,Unknown,Bag,Carton,500g,3,12,True,3.000,14.50,20.74,0.5,21205,2,2021-11-20,2199-12-31,20.74,.500
447,Chocolate beetles 250g,Unknown,Bag,Carton,250g,3,24,True,3.000,8.55,12.23,0.25,21224,2,2021-11-20,2199-12-31,12.23,.250
448,Chocolate echidnas 250g,Unknown,Bag,Carton,250g,3,24,True,3.000,8.55,12.23,0.25,21243,2,2021-11-20,2199-12-31,12.23,.250
449,Chocolate frogs 250g,Unknown,Bag,Carton,250g,3,24,True,3.000,8.55,12.23,0.25,21262,2,2021-11-20,2199-12-31,12.23,.250
450,Chocolate sharks 250g,Unknown,Bag,Carton,250g,3,24,True,3.000,8.55,12.23,0.25,21281,2,2021-11-20,2199-12-31,12.23,.250
451,White chocolate snow balls 250g,Unknown,Bag,Carton,250g,3,24,True,3.000,8.55,12.23,0.25,21300,2,2021-11-20,2199-12-31,12.23,.250
452,White chocolate moon rocks 250g,Unknown,Bag,Carton,250g,3,24,True,3.000,8.55,12.23,0.25,21319,2,2021-11-20,2199-12-31,12.23,.250
453,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,285.00,426.08,18.0,21338,2,2021-11-20,2199-12-31,426.08,18.000
454,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.000,285.00,426.08,18.0,21357,2,2021-11-20,2199-12-31,426.08,18.000
455,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,45.00,67.28,1.8,21376,2,2021-11-20,2199-12-31,67.28,1.800
456,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,30.00,44.85,1.7,21395,2,2021-11-20,2199-12-31,44.85,1.700
457,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.000,30.00,44.85,1.7,21414,2,2021-11-20,2199-12-31,44.85,1.700
458,RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21433,2,2021-11-20,2199-12-31,37.38,1.500
459,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21452,2,2021-11-20,2199-12-31,37.38,1.500
460,RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21471,2,2021-11-20,2199-12-31,37.38,1.500
461,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21490,2,2021-11-20,2199-12-31,37.38,1.500
462,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21509,2,2021-11-20,2199-12-31,37.38,1.500
463,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21528,2,2021-11-20,2199-12-31,37.38,1.500
464,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,30.00,44.85,1.7,21547,2,2021-11-20,2199-12-31,44.85,1.700
465,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.000,30.00,44.85,1.7,21566,2,2021-11-20,2199-12-31,44.85,1.700
466,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,45.00,67.28,1.8,21585,2,2021-11-20,2199-12-31,67.28,1.800
467,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21604,2,2021-11-20,2199-12-31,37.38,1.500
468,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21623,2,2021-11-20,2199-12-31,37.38,1.500
469,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21642,2,2021-11-20,2199-12-31,37.38,1.500
470,RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21661,2,2021-11-20,2199-12-31,37.38,1.500
471,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21680,2,2021-11-20,2199-12-31,37.38,1.500
472,RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.000,25.00,37.38,1.5,21699,2,2021-11-20,2199-12-31,37.38,1.500
473,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.000,30.00,44.85,1.7,21718,2,2021-11-20,2199-12-31,44.85,1.700
474,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.000,30.00,44.85,1.7,21737,2,2021-11-20,2199-12-31,44.85,1.700
475,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,285.00,426.08,18.0,21756,2,2021-11-20,2199-12-31,426.08,18.000
476,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.000,285.00,426.08,18.0,21775,2,2021-11-20,2199-12-31,426.08,18.000
477,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,False,12.000,18.00,26.91,0.3,21794,2,2021-11-20,2199-12-31,26.91,.300
478,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,False,12.000,18.00,26.91,0.3,21813,2,2021-11-20,2199-12-31,26.91,.300
479,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,False,12.000,18.00,26.91,0.3,21832,2,2021-11-20,2199-12-31,26.91,.300
480,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,False,12.000,18.00,26.91,0.3,21851,2,2021-11-20,2199-12-31,26.91,.300
481,Halloween skull mask (Gray) S,Steel Gray,Each,Carton,S,12,12,False,12.000,18.00,26.91,0.3,21870,2,2021-11-20,2199-12-31,26.91,.300
482,Halloween skull mask (Gray) M,Steel Gray,Each,Carton,M,12,12,False,12.000,18.00,26.91,0.3,21889,2,2021-11-20,2199-12-31,26.91,.300
483,Halloween skull mask (Gray) L,Steel Gray,Each,Carton,L,12,12,False,12.000,18.00,26.91,0.3,21908,2,2021-11-20,2199-12-31,26.91,.300
484,Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,XL,12,12,False,12.000,18.00,26.91,0.3,21927,2,2021-11-20,2199-12-31,26.91,.300
485,Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,21946,2,2021-11-20,2199-12-31,23.92,.250
486,Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,21965,2,2021-11-20,2199-12-31,23.92,.250
487,Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,False,2.000,16.00,23.92,0.25,21984,2,2021-11-20,2199-12-31,23.92,.250
488,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,22003,2,2021-11-20,2199-12-31,343.85,15.000
489,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,22022,2,2021-11-20,2199-12-31,343.85,15.000
490,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,22041,2,2021-11-20,2199-12-31,343.85,15.000
491,Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,22060,2,2021-11-20,2199-12-31,343.85,15.000
492,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,22079,2,2021-11-20,2199-12-31,343.85,15.000
493,Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.000,230.00,343.85,15.0,22098,2,2021-11-20,2199-12-31,343.85,15.000
494,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.000,285.00,426.08,18.0,22117,2,2021-11-20,2199-12-31,426.08,18.000
495,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,285.00,426.08,18.0,22136,2,2021-11-20,2199-12-31,426.08,18.000
496,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.000,345.00,515.78,21.0,22155,2,2021-11-20,2199-12-31,515.78,21.000
497,Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,22174,2,2021-11-20,2199-12-31,47.84,.400
498,Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,22193,2,2021-11-20,2199-12-31,47.84,.350
499,Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,22212,2,2021-11-20,2199-12-31,47.84,.350
500,Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,22231,2,2021-11-20,2199-12-31,47.84,.350
501,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,22250,2,2021-11-20,2199-12-31,47.84,.400
502,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,22269,2,2021-11-20,2199-12-31,47.84,.350
503,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,22288,2,2021-11-20,2199-12-31,47.84,.350
504,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,22307,2,2021-11-20,2199-12-31,47.84,.350
505,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,22326,2,2021-11-20,2199-12-31,47.84,.400
506,Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,22345,2,2021-11-20,2199-12-31,47.84,.350
507,Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,22364,2,2021-11-20,2199-12-31,47.84,.350
508,Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,22383,2,2021-11-20,2199-12-31,47.84,.350
509,Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,22402,2,2021-11-20,2199-12-31,47.84,.400
510,Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,22421,2,2021-11-20,2199-12-31,47.84,.350
511,Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,22440,2,2021-11-20,2199-12-31,47.84,.350
512,Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,22459,2,2021-11-20,2199-12-31,47.84,.350
513,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.000,32.00,47.84,0.4,22478,2,2021-11-20,2199-12-31,47.84,.400
514,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,22497,2,2021-11-20,2199-12-31,47.84,.350
515,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,22516,2,2021-11-20,2199-12-31,47.84,.350
516,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,22535,2,2021-11-20,2199-12-31,47.84,.350
517,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.000,32.00,47.84,0.35,22554,2,2021-11-20,2199-12-31,47.84,.350
518,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.000,32.00,47.84,0.35,22573,2,2021-11-20,2199-12-31,47.84,.350
519,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.000,32.00,47.84,0.35,22592,2,2021-11-20,2199-12-31,47.84,.350
